fips,hrs_82,latitude,longitude,longitudes,latlong,latlong_placement,name,street,city,state,zip
"29077004400",40.599998,37.273056,93.3125,-93.3125,1,1,"FULBRIGHT LANDFILL","BOLIVAR RD","Springfield","MO","65803"
"29095011000",28,39.1101,94.455627,-94.455627,1,1,"AMOCO OIL REFINERY","11400 E KENTUCKY RD","Sugar Creek","MO","64054"
"29097011900",25.030001,37.093609,94.31472,-94.31472,1,0,"FARMERS CHEMICAL","STATE LINE & BELLE CENTER RD","Joplin","MO","64801"
"29099700204",36.779999,38.46048,90.460564,-90.460564,1,1,"ARENA 2 (DIOXIN)","1300 ROMAINE CREEK RD","Imperial (fenton)","MO","63026"
"29113810302",30.09,38.92445,90.926941,-90.926941,1,1,"SHENANDOAH STABLES","W 1/2 NE 1/4 SEC 17 T48N R1E","Moscow Mills","MO","63362"
"30013010100",6.5999999,47.525002,111.278,-111.278,1,,"ANACONDA- GREAT FALLS","","Greatfalls","MT",""
"30063001400",43.799999,46.866661,113.8667,-113.8667,1,1,"MILLTOWN RESERVOIR SEDIMENTS","ADJACENT TO SE SIDE OF TWN","Milltown","MT","59851"
"33011016100",14.68,42.845699,71.653893,-71.653893,1,0,"GRUGNALE","JENNISON RD","Milford","NH","3055"
"33015003800",14.28,42.830551,71.425003,-71.425003,1,,"DUCHARME","WEST ROAD","Londonderry","NH","3050"
"33015003900",42.700001,42.860832,71.351112,-71.351112,1,1,"TINKHAM GARAGE","RTE 102","Londonderry","NH","03053"
"33015059000",65.190002,43.02417,71.033333,-71.033333,1,1,"KEEFE ENVIRONMENTAL SERVICES (KES)","EXETER RD","Epping","NH","03042"
"33015105100",53.400002,42.897221,71.080559,-71.080559,1,1,"OTTATI & GOSS/KINGSTON STEEL DRUM","HAVERHILL RD RTE 125","Kingston","NH","03848"
"33017081600",36.900002,43.212502,70.953003,-70.953003,1,1,"DOVER MUNICIPAL LANDFILL","TOLEND RD","Dover","NH","03820"
"34001010401",36.560001,39.538891,74.533333,-74.533333,1,1,"MANNHEIM AVENUE DUMP","MANNHEIM AVENUE","Galloway Township","NJ","08213"
"34001011402",55.790001,39.454437,74.65889,-74.65889,1,1,"D'IMPERIO PROPERTY","RTE 322","Hamilton Township","NJ","08330"
"34001011702",71.599998,39.415279,74.526947,-74.526947,1,1,"PRICE LANDFILL","MILL ROAD","Pleasantville","NJ","08232"
"34003012000",55.970001,40.824539,74.074326,-74.074326,1,1,"SCIENTIFIC CHEMICAL PROCESSING","216 PATERSON PLANK RD","Carlstadt","NJ","07072"
"34003017200",42.490002,40.9375,74.131943,-74.131943,1,1,"FAIR LAWN WELL FIELD","IND PARK/HENDERSON BLVD 11 ST","Fair Lawn","NJ","07410"
"34003033200",51.189999,40.8964,74.069298,-74.069298,1,1,"MAYWOOD CHEMICAL CO.","RTE 17 & GROVE ST","Maywood/Rochelle Park","NJ","07607"
"34005701302",41.02,40.120831,74.770836,-74.770836,1,1,"ROEBLING STEEL CO.","2ND STREET","Florence","NJ","08554"
"34005702208",48.889999,39.929161,74.494453,-74.494453,1,1,"LANG PROPERTY","WHITESBOG-PASADENA ROAD","Pemberton Township","NJ","08015"
"34005703300",27.129999,39.821671,74.447784,-74.447784,1,1,"WOODLAND TOWNSHIP DUMP 1 (Woodland Rt 72 Dump)","ROUTE 72","Woodland Township (Burlington County)","NJ",""
"34005704014",34.619999,39.904999,74.864716,-74.864716,1,1,"ELLIS PROPERTY","SHARP ROAD","Evesham Township","NJ","08053"
"34007607505",18.950001,39.853722,74.952423,-74.952423,1,,"BUZBY BROTHERS LANDFILL","GIBBSBORO-MARLTON RD","Voorhees Township","NJ","8043"
"34007608208",68.879997,39.779449,75.01889,-75.01889,1,1,"GEMS LANDFILL","ERIAL & HICKSTOWN ROADS","Gloucester Township","NJ","08012"
"34007609205",47.189999,39.626949,74.889442,-74.889442,1,1,"KING OF PRUSSIA","PINEY HOLLOW ROAD","Winslow Township","NJ","08095"
"34007610100",35.68,39.988602,75.034698,-75.034698,1,1,"SWOPE OIL & CHEMICAL CO.","8281 NATIONAL HWY","Pennsauken Township","NJ","08110"
"34009021000",40.450001,39.117298,74.8004,-74.8004,1,1,"WILLIAMS PROPERTY","RR 1, SIEGTOWN ROAD","Swainton","NJ","08210"
"34011040700",40.84,39.486111,74.991669,-74.991669,1,1,"VINELAND STATE SCHOOL","EAST LANDIS AVE","Vineland","NJ","08360"
"34013007400",8.5299997,40.719002,74.144997,-74.144997,1,1,"ALBERT STEEL DRUM","WILSON AVE & AVE L","Newark","NJ","7105"
"34013009800",.43000001,40.709251,74.171883,-74.171883,1,0,"CONTRAIL/STULMAN PROP","FRONTAGE RD","Newark","NJ","7105"
"34013021601",58.299999,40.876389,74.271385,-74.271385,1,1,"CALDWELL TRUCKING CO.","222 PASSAIC AVENUE","Fairfield","NJ","07006"
"34015500500",40.360001,39.83889,75.277779,-75.277779,1,1,"HERCULES, INC. (GIBBSTOWN PLANT)","NORTH MARKET ST","Gibbstown","NJ","08027"
"34015500701",70.059998,39.780102,75.200302,-75.200302,1,1,"HELEN KRAMER LANDFILL","JESSUP MILL ROAD","Mantua Township","NJ","08051"
"34015500703",72.120003,39.72028,75.141937,-75.141937,1,1,"LIPARI LANDFILL","RT 322","Pitman","NJ","08071"
"34015502400",60.73,39.80167,75.321663,-75.321663,1,1,"BRIDGEPORT RENTAL & OIL SERVICES","CEDAR SWAMP RD","Bridgeport","NJ","08014"
"34017001300",25.030001,40.736389,74.047218,-74.047218,1,1,"IDEAL COOPERAGE","3-5 NEW YORK AVE","Jersey City","NJ","7307"
"34017002700",28.73,40.734718,74.085564,-74.085564,1,1,"PJP LANDFILL","400 SIP AVE","Jersey City","NJ","07306"
"34017010800",24.77,40.66,74.103607,-74.103607,1,1,"WHITE CHEMICAL CO","FOOT OF E 22ND ST","Bayonne","NJ","7002"
"34017012700",43.43,40.752602,74.120682,-74.120682,1,0,"KOPPERS COMPANY","HARRISON TPKE","Kearny","NJ","7032"
"34019010702",33.830002,40.595001,74.940399,-74.940399,1,1,"MYERS PROPERTY","LOWER KINGTOWN ROAD","Franklin Township","NJ","08822"
"34021002500",27.139999,40.17765,74.72863,-74.72863,1,0,"DUCK ISLAND LANDFILL","LAMBERTON RD","Hamilton Township","NJ","8619"
"34023000100",19.9,40.5606,74.513367,-74.513367,1,1,"CHIPMAN CHEMICAL","5 FACTORY LANE","Middlesex","NJ","8846"
"34023000502",42.689999,40.5625,74.443336,-74.443336,1,1,"CHEMSOL, INC.","FLEMING ST","Piscataway","NJ","08854"
"34023001806",50.639999,40.489101,74.378502,-74.378502,1,1,"KIN-BUC LANDFILL","MEADOW ROAD","Edison Township","NJ","08817"
"34023003204",19,40.514111,74.32476,-74.32476,1,,"ASHLAND CHEMICAL","MEADOW RD","Woodbridge Township","NJ","7095"
"34023003900",4.98,40.577789,74.216614,-74.216614,1,1,"MOBIL CHEMICAL","300 ROOSEVELT AVE","Carteret","NJ","7008"
"34023004300",12.13,40.532001,74.269203,-74.269203,1,,"PERTH AMBOY PCB PROB","PERTH AMBOY","Perth Amboy","NJ","8861"
"34023005500",3.4000001,40.476109,74.476387,-74.476387,1,1,"A-Z RESOURCE RECOVERY","TRIANGLE RD","New Brunswick","NJ","8901"
"34023007103",37.049999,40.44556,74.35833,-74.35833,1,1,"SAYREVILLE LANDFILL","JERNEES MILL RD","Sayreville","NJ","08872"
"34023007201",17.639999,40.484718,74.319443,-74.319443,1,0,"SAYREVILLE PESTIC DUMP","400 HORSESHOE ROAD","Sayreville","NJ","8859"
"34023007801",69.730003,40.434441,74.327766,-74.327766,1,1,"CPS/MADISON INDUSTRIES","WATERWORKS ROAD","Old Bridge Township","NJ","08857"
"34023008208",42.369999,40.361668,74.40139,-74.40139,1,1,"MONROE TOWNSHIP LANDFILL","MATCHAPONIX AVE. BLOCK 148 LOT B7","Monroe Township","NJ","08520"
"34023008403",53.419998,40.402782,74.568047,-74.568047,1,1,"SOUTH BRUNSWICK LANDFILL","NEW ROAD","South Brunswick","NJ","08852"
"34023008502",45.139999,40.365829,74.465279,-74.465279,1,1,"JIS LANDFILL","RTE 535 CRANBURY RD; RTE 535 (CRANBURY SOUTH RIVER ROAD)","Jamesburg/South Brunswick Township","NJ","08852"
"34025806504",32.27,40.229168,74.04528,-74.04528,1,1,"M&T DELISA LANDFILL","RTS 35 & 66","Asbury Park","NJ","07755"
"34025808600",16.469999,40.225979,74.138672,-74.138672,1,,"BEL RAY","BOWMAN RD PO BOX 526","Farmingdale","NJ","7727"
"34025809501",59.16,40.383888,74.245834,-74.245834,1,1,"IMPERIAL OIL CO.,INC./CHAMPION CHEMICALS","ORCHARD RD","Morganville","NJ","07751"
"34025809502",13.08,40.353802,74.300003,-74.300003,1,1,"ARKY PROPERTY","RTE 520","Marlboro","NJ","7746"
"34025810600",66.330002,40.202782,74.333336,-74.333336,1,1,"LONE PINE LANDFILL","BURKE ROAD","Freehold Township","NJ","07728"
"34025811500",43.23,40.150829,74.16111,-74.16111,1,1,"BOG CREEK FARM","SQUANRUM RD. (MONMOUTH CO. RT. 547)","Howell Township","NJ","07727"
"34025811900",33.880001,40.104801,74.507698,-74.507698,1,,"JONES LIQUOR STORE","RTE 537","S. Brunswick","NJ","8852"
"34027041704",48.849998,40.850101,74.345398,-74.345398,1,1,"SHARKEY LANDFILL","EDWARDS & SHARKEY ROAD","Parsippany, Troy Hls","NJ","07054"
"34027044101",39.610001,40.672501,74.525558,-74.525558,1,1,"ASBESTOS DUMP","TIFA SQUARE","Millington","NJ","07946"
"34027044300",42.34,40.90583,74.515564,-74.515564,1,1,"ROCKAWAY BOROUGH WELL FIELD","JACKSON,UNION & GARDEN STS","Rockaway Township","NJ","07866"
"34027044403",44.459999,40.91333,74.499168,-74.499168,1,1,"ROCKAWAY TOWNSHIP WELLS","GREEN POND ROAD","Rockaway Township","NJ","07866"
"34027044800",42.240002,40.885799,74.542297,-74.542297,1,1,"DOVER MUNICIPAL WELL 4","272 ROUTE46","Dover","NJ","07801"
"34027046106",42.439999,40.881939,74.713333,-74.713333,1,1,"COMBE FILL NORTH LANDFILL","GOLDMINE ROAD","Mount Olive Twp.","NJ","07828"
"34027046298",45.220001,40.771667,74.738335,-74.738335,1,1,"COMBE FILL SOUTH LANDFILL","PARKER ROAD- BOX 418","Chester Township","NJ","07930"
"34029717400",38.110001,40.063332,74.34861,-74.34861,1,1,"JACKSON TOWNSHIP LANDFILL","LAKEHURST AVENUE","Jackson Township","NJ","08527"
"34029718000",43.48,40.095551,74.497498,-74.497498,1,1,"GOOSE FARM","RT. 539 BETWEEN RTS 537 & 528","Plumstead Township","NJ","08533"
"34029720101",25.049999,39.990002,74.417999,-74.417999,1,,"MILE MARKER 28","RTE 539","Manchester","NJ","8759"
"34029722100",53.48,40.010601,74.214897,-74.214897,1,1,"REICH FARMS","LAKEWOOD RD","Pleasant Plains","NJ","08753"
"34029723000",45.869999,39.986698,74.236298,-74.236298,1,1,"TOMS RIVER CHEMICAL","RTE #37","Toms River","NJ","08753"
"34029725002",42.240002,39.924721,74.196663,-74.196663,1,1,"BEACHWOOD/BERKLEY WELLS","ATLANTIC CITY BLVD","Berkley Township","NJ","08722"
"34029731102",40.360001,39.909168,74.17083,-74.17083,1,1,"DENZER & SCHAFER X-RAY CO.","HICKORY LANE","Bayville","NJ","08721"
"34031216700",52.580002,41.136669,74.272499,-74.272499,1,1,"RINGWOOD MINES/LANDFILL","PETERS MINE ROAD","Ringwood Borough","NJ","07456"
"34033020100",49.740002,39.75806,75.424721,-75.424721,1,1,"NL INDUSTRIES","PENNS GROVE-PEDRICKTOWN ROAD","Pedricktown","NJ","08067"
"34035051000",50.279999,40.555561,74.559448,-74.559448,1,1,"AMERICAN CYANAMID CO.","EASTON TURNPIKE","Bound Brook","NJ","08805"
"34035053703",55.139999,40.500282,74.779999,-74.779999,1,1,"KRYSOWATY FARM","HACKENBERRY & 3 BRIDGES","Hillsborough","NJ","08853"
"34035053901",37.93,40.401669,74.647499,-74.647499,1,1,"ROCKY HILL MUNICIPAL WELL","WASHINGTON STREET","Rocky Hill Borough","NJ","08553"
"34035053903",37.93,40.408333,74.644173,-74.644173,1,1,"MONTGOMERY TOWNSHIP HOUSING DEVELOPMENT","ROBIN DRIVE, ROUTE 206, SYCAMORE LANE","Montgomery Township","NJ","08558"
"34037371400",26.76,41.223579,74.455139,-74.455139,1,,"BARRIER CHEMICAL","RTE 55 & PRICES SW RD","Vernon Township","NJ","7462"
"34037372900",48.950001,41.109718,74.599716,-74.599716,1,1,"METALTEC/AEROSYSTEMS","WILDCAT & MAPLE ROADS","Franklin Borough","NJ","07416"
"34037373100",28.91,41.04805,74.629997,-74.629997,1,1,"A. O. POLYMER","F4 STATION ROAD","Sparta Township","NJ","07871"
"34039030600",47.130001,40.6432,74.193497,-74.193497,1,1,"CHEMICAL CONTROL","23 SOUTH FRONT ST","Elizabeth","NJ","07202"
"35001004001",35.57,35.044102,106.6411,-106.6411,1,1,"SOUTH VALLEY","BROADWAY & WOODWARD","Albuquerque","NM","87105"
"36007014301",42.240002,42.110283,75.997215,-75.997215,1,1,"VESTAL WATER SUPPLY WELL 4-2","605 VESTAL PKWY","Vestal","NY","13850"
"36015010600",46.669998,42.1325,76.82917,-76.82917,1,1,"FACET ENTERPRISES, INC.","RTE 14","Elmira","NY","14903"
"36015010800",39.650002,42.145832,76.828331,-76.828331,1,1,"KENTUCKY AVENUE WELL FIELD","KENTUCKY AVE","Horseheads","NY","14845"
"36029000100",10.09,42.8437,78.838707,-78.838707,1,1,"ALLTIFT REALTY","TIFFT ST","Buffalo","NY","14220"
"36029010001",24.9,42.94389,78.702499,-78.702499,1,1,"PFOHL BROTHERS LANDFILL","PFOHL RD","Cheektowaga","NY","14225"
"36029015600",56.580002,42.58667,79.128609,-79.128609,1,1,"WIDE BEACH DEVELOPMENT","WIDE BEACH RD","Brant","NY","14027"
"36059301400",45.459999,40.81805,73.666664,-73.666664,1,1,"PORT WASHINGTON LANDFILL","WEST SHORE RD","Port Washington","NY","11050"
"36059518700",54.27,40.798889,73.50972,-73.50972,1,1,"SYOSSET LANDFILL","150 MILLER PLACE","Oyster Bay","NY","11791"
"36059520100",58.830002,40.756939,73.44722,-73.44722,1,1,"OLD BETHPAGE LANDFILL","ROUND SWAMP RD","Oyster Bay","NY","11804"
"36063021700",52.580002,43.075699,79.005402,-79.005402,1,1,"HOOKER (S AREA)","BUFFALO AVE","Niagara Falls","NY","14303"
"36063022401",52.23,43.07972,78.949448,-78.949448,1,1,"LOVE CANAL","E OF 97TH ST/W OF 99TH ST","Niagara Falls","NY","14304"
"36063022601",34.77,43.131111,79.036667,-79.036667,1,1,"HOOKER (HYDE PARK)","HYDE PARK BLVD","Niagara Falls","NY","14304"
"36063022712",30.48,43.070282,78.942223,-78.942223,1,1,"HOOKER (102ND STREET)","102 ST","Niagara Falls","NY","14304"
"36063022900",39.849998,43.060551,78.906113,-78.906113,1,1,"NIAGARA COUNTY REFUSE","WITMER RD","Wheatfield","NY","14150"
"36065025500",36.880001,42.959167,75.226387,-75.226387,1,1,"LUDLOW SAND & GRAVEL","HOLMAN CITY RD","Clayville","NY","13322"
"36075021000",36.5,43.356899,76.427399,-76.427399,1,1,"FULTON TERMINALS","RTE 57","Fulton","NY","13069"
"36075021200",26.370001,43.247219,76.412781,-76.412781,1,1,"CLOTHIER SITE","SOUTH GRANBY ROAD COUNTY ROAD 55","Granby","NY","13069"
"36075021605",70.800003,43.470001,76.48333,-76.48333,1,1,"POLLUTION ABATEMENT SERVICES","55 SENECA ST","Oswego","NY","13126"
"36079010700",30.27,41.416111,73.95472,-73.95472,1,1,"MARATHON BATTERY CORP.","KEMBLE AVENUE","Cold Springs","NY","10516"
"36079011900",37.93,41.401669,73.599998,-73.599998,1,1,"BREWSTER WELL FIELD","MAIN ST /SE","Brewster","NY","10509"
"36087011601",44.73,41.139999,74.161392,-74.161392,1,1,"RAMAPO LANDFILL","RTE 59","Ramapo","NY","10974"
"36091060102",49.830002,43.283051,73.629166,-73.629166,1,1,"GE MOREAU","FT EDWARD & WM ST","South Glens Falls","NY","12803"
"37037020600",15.57,35.560051,79.282158,-79.282158,1,0,"SOUTHERN WOOD PIEDMONT","2139 ST RD","Gulf","NC","27256"
"37119006001",51.93,35.294449,81,-81,1,1,"MARTIN-MARIETTA, SODYECO, INC.","HWY 27 W","Charlotte","NC","28214"
"39007000200",34.779999,41.904167,80.652779,-80.652779,1,1,"BIG D CAMPGROUND","3678 CREEK RD","Kingsville","OH","44048"
"39013012400",35.099998,40.047218,80.841667,-80.841667,1,1,"BUCKEYE RECLAMATION","STATE ROUTE 214 1MI SOUTH OF I-90","St. Clairsville","OH","43950"
"39017000702",47.779999,39.407902,84.552002,-84.552002,1,1,"CHEM-DYNE","500 FORD BLVD","Hamilton","OH","45011"
"39017010203",7.1999998,39.327499,84.71917,-84.71917,1,1,"LIQUID WASTE MANAGEMENT","4925 CINCINNATI/BROOKVILLE RD","Shandon","OH","45063"
"39017011109",30.23,39.333332,84.399719,-84.399719,1,1,"SKINNER LANDFILL","8750 CINCINNATI DAYTON HIGHWAY","West Chester","OH","45069"
"39035117600",16.32,41.57859,81.553383,-81.553383,1,1,"SKILJAM RESIDENCE","18028 NOTTINGHAM ROAD","Cleveland","OH","44119"
"39037570102",62.259998,39.981949,84.549164,-84.549164,1,1,"ARCANUM IRON & METAL","POP-RITE LN 5MI OFF RTE 49","Darke County","OH","45304"
"39049007427",10.25,39.988251,82.856667,-82.856667,1,1,"BEDFORD SITE #2","MORRISON AND BRICKLYN RDS","Grahanna","OH",""
"39061023201",35.25,39.236111,84.437233,-84.437233,1,1,"PRISTINE, INC.","BIG FOUR & SMALLEY ROAD","Reading","OH","45215"
"39085204800",1.55,41.758331,81.258331,-81.258331,1,1,"DIAM.SHAMROOK LF","STATE ROUTE 535","Fairport Harbor (Painesville)","OH","44077"
"39087050100",47.049999,38.505699,82.657997,-82.657997,1,1,"ALLIED CHEMICAL & IRONTON COKE","3330 S 3RD ST","Ironton","OH","45638"
"39089753100",17,40.02684,82.465691,-82.465691,1,1,"RAMP CREEK","N OF RAMP CREEK RD","Health","OH","45215"
"39093070300",11.12,41.40144,82.100418,-82.100418,1,0,"FORD ROAD DUMP","FORD RD","Elyria","OH","44035"
"39093071400",11.33,41.347221,82.115829,-82.115829,1,1,"WOODFORD ROAD QUARRY","NEAR 231 WOODFORD AVE","Elyria","OH","44035"
"39129020320",51.799999,39.637501,82.965279,-82.965279,1,1,"BOWERS LANDFILL","ROCK ISLAND ROAD","Circleville","OH","43113"
"39129021600",28.09,39.537781,83.009903,-83.009903,1,0,"B&E INC. LANDFILL","EAST OF STATE ROAD 104","Pickaway County","OH","43113"
"39153502200",23.950001,41.09922,81.482513,-81.482513,1,1,"ANACONDA AVENUE","18 ANACONDA","Akron","OH","44310"
"39167021400",28.73,39.43195,81.402496,-81.402496,1,1,"VAN DALE JUNKYARD","GOOSE RUN RD","Marietta","OH","45750"
"41043020100",48.150002,44.66,123.0633,-123.0633,1,1,"TELEDYNE WAH CHANG","600 OLD SALEM RD NE","Albany","OR","97321"
"41051004300",7.3000002,45.589142,122.77681,-122.77681,1,1,"RHONE-POULENC","6200 NW ST HELENS RD","Portland","OR","97210"
"41051007202",19.440001,45.583332,122.6617,-122.6617,1,1,"ALLIED PLATING","8135 NE UNION AV","Portland","OR","97211"
"42003401100",51.5,40.625702,79.7155,-79.7155,1,1,"LINDANE DUMP","RTE 28 & SPRING HILL ROAD","Harrison Township","PA","15065"
"42003491102",37.689999,40.2705,79.912399,-79.912399,1,1,"RESIN DISPOSAL","TOP OF STILLEY AVENUE","Jefferson Borough","PA","15025"
"42011011902",55.18,40.2575,75.735283,-75.735283,1,1,"DOUGLASSVILLE DISPOSAL","RTE 724","Douglassville","PA","19518"
"42019910100",73.110001,41.051109,79.724998,-79.724998,1,1,"BRUIN LAGOON","RTE 268","Bruin Borough","PA","16022"
"42019912700",51.939999,40.677219,79.749435,-79.749435,1,1,"HRANICA LANDFILL","HRANICA DRIVE","Buffalo Township","PA","16055"
"42025020900",46.439999,40.808331,75.583336,-75.583336,1,1,"PALMERTON ZINC PILE","211 FRANKLIN ST","Palmerton","PA","18071"
"42027011700",39.439999,40.823612,77.808334,-77.808334,1,1,"CENTRE COUNTY KEPONE","201 STRUBLE ROAD","State College Boroug","PA","16801"
"42029300303",13.23,40.04319,75.49292,-75.49292,1,1,"PAOLI PCB SITE","RR SERVICE SHOP","Paulo","PA","19301"
"42029300700",28.280001,40.131111,75.526108,-75.526108,1,1,"TURCO COATINGS","WHEATLAND AND MELLON STREET","Phoenixville","PA","19460"
"42029301000",29.42,40.126949,75.574997,-75.574997,1,1,"KIMBERTON","COLD STREAM & HARES HILL ROADS","Kimberton Borough","PA","19442"
"42029302101",46.689999,40.061668,75.568047,-75.568047,1,1,"MALVERN TCE","258 N PHOENIXVILLE PK","Malvern","PA","19355"
"42045405600",36.630001,39.833698,75.377502,-75.377502,1,1,"WADE (ABM)","1 FLOWER STREET","Chester","PA","19013"
"42045407806",24.559999,39.888329,75.356392,-75.356392,1,,"MAYER LANDFILL","RTE 3204 AVONDALE RD","Springfield","PA","19064"
"42045408500",38.34,39.98278,75.318611,-75.318611,1,1,"HAVERTOWN PCP","EAGLE ROAD RC DRAWER F","Haverford","PA","19041"
"42049010500",20.950001,42.09333,80.152779,-80.152779,1,1,"MILLCREEK TOWNSHIP","3081 W 17TH ST","Erie","PA","16505"
"42069112500",27.32,41.407219,75.71833,-75.71833,1,1,"TAYLOR BOROUGH","PRINCE STREET","Taylor Borough","PA","18517"
"42069112600",36.57,41.373051,75.75528,-75.75528,1,1,"LACKAWANNA REFUSE","SOUTH KEYSER AVENUE","Old Forge Borough","PA","18504"
"42069112700",30.26,41.357533,75.740692,-75.740692,1,1,"LEHIGH ELECTRIC & ENGINEERING CO.","BRIDGE & HOWARD STS","Old Forge Borough","PA","18518"
"42071012602",25.01,40.166672,75.958344,-75.958344,1,1,"WALTER KURTZ SITE","RD #1 EDWARDS RD","Narvon","PA","17555"
"42077005501",41.790001,40.67083,75.5625,-75.5625,1,1,"HELEVA LANDFILL","GARAGE HILL ST","North Whitehall Twp","PA","18037"
"42077006904",28.620001,40.547001,75.447502,-75.447502,1,1,"VOORTMAN FARM","VERA CRUZ RD","Upper Saucon Twp","PA","18034"
"42079211500",5.3899999,41.316109,75.852783,-75.852783,1,0,"WYOMING BOROUGH SITE","US RTE 11","Wyoming","PA","18644"
"42079217400",17.360001,40.951111,75.986389,-75.986389,1,1,"HAZELTON CITY LANDFILL","ROUTE 924","Hazelton","PA","18201"
"42085032800",58.41,41.16111,80.058334,-80.058334,1,1,"OSBORNE LANDFILL","0.5 MILES E OF TOWN","Grove City","PA","16127"
"42089300800",31.09,40.989719,75.186668,-75.186668,1,1,"BRODHEAD CREEK","S OF MAIN ST BRG","Stroudsburg","PA","18360"
"42091205905",33.889999,40.083889,75.355003,-75.355003,1,1,"STANLEY KESSLER","103 QUEENS DR","King of Prussia","PA","19406"
"42091206009",37.619999,40.15556,75.433609,-75.433609,1,1,"MOYERS LANDFILL","RD 2 MOYER RD","Eagleville","PA","19426"
"42101018500",5.3499999,39.993469,75.081047,-75.081047,1,1,"BRIDESBURG","RICHMOND ST & LEWIS","Philadelphia","PA","19137"
"42101032700",33.23,40.02417,75.027779,-75.027779,1,1,"METAL BANKS","COTTMAN & DELAWARE AVE","Philadelphia","PA","19135"
"42129806500",10.93,40.111938,79.548889,-79.548889,1,,"MOUNT PLEASANT","RD #7 BOX 612","Mount Pleasant Township","PA","15666"
"42133022600",33.93,39.840282,76.75972,-76.75972,1,1,"OLD CITY OF YORK LANDFILL","RD# 1 SOUTH RD","Seven Valleys","PA","17360"
"44001030901",16.559999,41.677071,71.25853,-71.25853,1,1,"BRISTOL LANDFILL","MINTURN FARM ROAD","Bristol","RI","2809"
"44003020701",67.699997,41.671669,71.709167,-71.709167,1,1,"PICILLO FARM","PERRY HILL RD","Coventry","RI","02816"
"44003021902",7.4299998,41.71814,71.426483,-71.426483,1,0,"TRUK-AWAY LANDFILL","INDUSTRIAL DRIVE","Warwick","RI","2886"
"44007011301",40.099998,41.929581,71.426804,-71.426804,1,1,"PETERSON/PURITAN, INC.","MARTIN ST","Lincoln/Cumberland","RI","02864"
"44007011600",23.030001,41.91972,71.480278,-71.480278,1,1,"HUNT CHEMICAL","ONE WELLINGTON DRIVE","Lincoln","RI","2865"
"44007012500",23.74,41.80328,71.528999,-71.528999,1,1,"R. I. SOLID WASTE (CNTRL LANDFILL)","65 SHUN PIKE","Johnston","RI",""
"44007012701",47.25,41.922218,71.577766,-71.577766,1,1,"DAVIS LIQUID WASTE","TARKILN RD","Smithfield","RI","02828"
"44007012801",34.07,41.996399,71.564697,-71.564697,1,1,"STAMINA MILLS, INC.","MAIN ST","North Smithfield","RI","02824"
"44007012803",51.349998,41.9795,71.588997,-71.588997,1,1,"LANDFILL & RESOURCE RECOVERY, INC. (L&RR)","OXFORD RD","North Smithfield","RI","02876"
"44007013102",23.120001,41.917469,71.588112,-71.588112,1,1,"DAVIS LANDFILL","TARKILN RD","Smithfield","RI","2828"
"44007014200",4.1900001,41.73418,71.460999,-71.460999,1,1,"SANITARY LANDFILL","1688 PONTIAC AVENUE","Cranston","RI","2920"
"44009050600",17.280001,41.451672,71.68,-71.68,1,,"CARROLL PRODUCTS","ROUTE 91","Wood River Junction","RI","2894"
"45023020900",32.040001,34.686111,80.943047,-80.943047,1,1,"CAROLAWN, INC.","S. OF SC HWY 9 ON CO. RD 841","Fort Lawn","SC","29714"
"45063020702",40.459999,33.904449,81.063889,-81.063889,1,1,"SCRDI DIXIANA","OFF SC HWY 321","Cayce","SC","29033"
"45079011701",3.6600001,33.979919,81.03389,-81.03389,1,1,"SCRDI DREYFUSS","DREYFUS & ASSEMBLY STS","Columbia","SC","29201"
"45079011800",46.82,33.885418,80.908752,-80.908752,1,1,"SCRDI BLUFF ROAD","321 BLUFF RD S","Columbia","SC","29209"
"45083022202",4,35.014301,81.801247,-81.801247,1,1,"UNISHPERE","LINDA AND PALMETTO STREETS","Cowpens","SC","29302"
"45083023102",.70999998,34.944679,82.077667,-82.077667,1,1,"SPIRES SITE","SC HWY 29","Wellford","SC","29365"
"45091060905",13.5,34.941601,81.061592,-81.061592,1,1,"FERGUSON SITE","OFF SC ROUTE 5","Rockhill","SC","29730"
"45091061301",12.76,34.897678,80.996178,-80.996178,1,1,"DUNCAN DRUM","PORTER RD","Rockhill","SC","29730"
"47037017500",21.129999,36.094261,86.749763,-86.749763,1,1,"SAAD OIL/L&N TRSDL DUMP","3655 TROUSDALE DR","Nashville","TN","37204"
"47047060300",30.780001,35.359718,89.601936,-89.601936,1,1,"GALLAWAY PITS","OFF HWY 70","Gallaway","TN","38036"
"47065001900",4.8499999,34.995251,85.305878,-85.305878,1,1,"HAMMILL ROAD DUMP","OFF HAMILL AVE (ALTON PARK)","Chattoonga","TN","37410"
"47065011500",30.24,35.0625,85.27639,-85.27639,1,1,"AMNICOLA DUMP","AMNICOLA HWY","Chattanooga","TN","37406"
"47149040100",18.15,36.002499,86.536392,-86.536392,1,1,"WILKERSON DUMP","JEFFERSON PIKE @ US 41","Smyra","TN","37167"
"47157000400",19.459999,35.175671,90.008453,-90.008453,1,,"BELLEVUE DUMP","BELLEVUE AVE & N WATKINS","Memphis","TN","38107"
"47157000600",16.58,35.185551,89.979164,-89.979164,1,1,"NORTH HOLLYWOOD DUMP","1700-2000 BLKS/N. HOLLYWOOD ST","Memphis","TN","38108"
